"nta_name","location_name","latitude","longitude"
"Flushing","Veritas Academy","40.764892","-73.826811"
"Elmhurst","International High School for Health Sciences","40.740824","-73.874129"
"South Jamaica","The Emerson School","40.69691","-73.786403"
"Pomonok-Flushing Heights-Hillcrest","P.S./M.S. 200 - The Magnet School of Global Studie","40.73107","-73.805759"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","George Westinghouse Career and Technical Education","40.695444","-73.986105"
"West Village","Harvey Milk High School","40.729661","-73.992343"
"Melrose South-Mott Haven North","Urban Dove Team Charter School II","40.820858","-73.905097"
"Pelham Parkway","P.S. 105 Sen Abraham Bernstein","40.853075","-73.866264"
"Morningside Heights","Mott Hall II","40.802653","-73.965949"
"East Williamsburg","P.S. 018 Edward Bush","40.71088","-73.946695"
"Chinatown","Marta Valle High School","40.72004","-73.986038"
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach","J.H.S. 014 Shell Bank","40.593232","-73.938107"
"Lower East Side","P.S. 142 Amalia Castro","40.718121","-73.984116"
"Woodhaven","New York City Academy for Discovery","40.691482","-73.848577"
"Sunset Park West","Brooklyn RISE Charter School","40.643747","-74.01214"
"Bedford","P.S. 373 - Brooklyn Transition Center","40.699214","-73.945211"
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","P.S. 047 Chris Galas","40.606476","-73.821089"
"Highbridge","P.S. 199X - The Shakespeare School","40.843453","-73.920826"
"Belmont","Grace Dodge Career and Technical Education High Sc","40.855392","-73.882487"
"Schuylerville-Throgs Neck-Edgewater Park","P.S. 072 Dr. William Dorney","40.823237","-73.818172"
"Chinatown","Innovate Manhattan Charter School","40.719676","-73.991859"
"Prospect Lefferts Gardens-Wingate","New Heights Middle School","40.662092","-73.936313"
"Schuylerville-Throgs Neck-Edgewater Park","M.S. X101 Edward R. Byrne","40.82708","-73.829211"
"East Village","Manhattan School for Career Development","40.725892","-73.987791"
"Astoria","William Cullen Bryant High School","40.757072","-73.911165"
"East New York","P.S. 089 Cypress Hills","40.677707","-73.886712"
"Jackson Heights","P.S. 212","40.753035","-73.884458"
"East Harlem South","P.S. 050 Vito Marcantonio","40.785559","-73.940919"
"Bushwick South","P.S. 147 Isaac Remsen","40.705005","-73.93879"
"Kew Gardens Hills","P.S. 164 Queens Valley","40.721514","-73.823569"
"Crotona Park East","East Bronx Academy for the Future","40.836821","-73.887688"
"Crown Heights North","Brooklyn Arts and Science Elementary School","40.6771","-73.960093"
"Stuyvesant Heights","Upper School @ P.S. 25","40.691472","-73.940749"
"Cypress Hills-City Line","P.S. 065","40.686534","-73.878353"
"Carroll Gardens-Columbia Street-Red Hook","Agnes Y. Humphrey School for Leadership","40.677914","-74.005151"
"Pelham Parkway","Young Voices Academy of the Bronx","40.854423","-73.863733"
"Gravesend","Shorefront High School Of Arts And Sciences At Joh","40.58807","-73.981925"
"Washington Heights South","P.S. 028 Wright Brothers","40.83163","-73.942023"
"Woodhaven","Queens Explorers Elementary School","40.683112","-73.850123"
"Claremont-Bathgate","Frederick Douglass Academy III Secondary School","40.833493","-73.903951"
"Crown Heights North","P.S. 021 Crispus Attucks","40.68035","-73.926673"
"Park Slope-Gowanus","John Jay School for Law","40.669255","-73.97858"
"Hunts Point","Business School for Entrepreneurial Studies","40.822056","-73.894368"
"East Tremont","The Vida Bogart School for All Children","40.840445","-73.882531"
"Bensonhurst West","P.S. 186 Dr. Irving A Gladstone","40.610917","-73.994258"
"East Harlem South","East Harlem Scholars Academy Charter School II","40.793649","-73.948488"
"Upper West Side","J.H.S. M044 William J. O'Shea","40.780536","-73.977602"
"East New York","Van Siclen Community Middle School","40.659934","-73.885704"
"East Concourse-Concourse Village","Bronx High School of Business","40.839307","-73.911366"
"Mott Haven-Port Morris","The Laboratory School of Finance and Technology: X","40.813612","-73.920851"
"Bedford","Foundations Academy","40.696698","-73.947557"
"Rugby-Remsen Village","P.S. 233 Langston Hughes","40.651642","-73.914282"
"Highbridge","Metropolitan Lighthouse Charter School","40.834599","-73.929797"
"Bensonhurst East","P.S. 101 The Verrazano","40.597379","-73.991962"
"Marble Hill-Inwood","P.S. 005 Ellen Lurie","40.857633","-73.922277"
"Central Harlem North-Polo Grounds","P.S. 133 Fred R Moore","40.809665","-73.939178"
"Annadale-Huguenot-Prince's Bay-Eltingville","P.S. 042 Eltingville","40.552213","-74.169038"
"Astoria","Our World Neighborhood Charter School","40.755714","-73.924175"
"Mott Haven-Port Morris","AECI II: NYC Charter High School for Computer Engi","40.808703","-73.921888"
"Grasmere-Arrochar-Ft. Wadsworth","P.S. 046 Albert V. Maniscalco","40.594455","-74.080829"
"Sunset Park West","J.H.S. 088 Peter Rouget","40.660805","-73.988743"
"Homecrest","P.S. 238 Anne Sullivan","40.608801","-73.964586"
"Lenox Hill-Roosevelt Island","Manhattan International High School","40.765638","-73.959777"
"Upper West Side","M.S. 250 West Side Collaborative Middle School","40.795109","-73.973996"
"Washington Heights South","P.S. 115 Alexander Humboldt","40.846116","-73.93514"
"Midwood","Edward R. Murrow High School","40.619671","-73.959141"
"East New York (Pennsylvania Ave)","J.H.S. 292 Margaret S. Douglas","40.671601","-73.893319"
"Ocean Hill","Dr. Jacqueline Peek-Davis School","40.673124","-73.920095"
"Baisley Park","High School for Law Enforcement and Public Safety","40.685838","-73.783438"
"Lower East Side","Tompkins Square Middle School","40.72313","-73.981597"
"Astoria","Frank Sinatra School of the Arts High School","40.756099","-73.925182"
"Central Harlem South","Success Academy Charter School - Harlem 4","40.801573","-73.955583"
"Ocean Hill","Ronald Edmonds Learning Center II","40.673124","-73.920095"
"Clinton","High School of Hospitality Management","40.765474","-73.9927"
"Canarsie","Brooklyn Theatre Arts High School","40.634451","-73.916927"
"Stuyvesant Heights","P.S. 308 Clara Cardwell","40.688323","-73.935509"
"Crown Heights North","New Bridges Elementary","40.669557","-73.934316"
"Carroll Gardens-Columbia Street-Red Hook","P.S. 015 Patrick F. Daly","40.677085","-74.011864"
"Cypress Hills-City Line","P.S. 007 Abraham Lincoln","40.689213","-73.872983"
"Crown Heights South","P.S. 375 Jackie Robinson School","40.665199","-73.959484"
"Melrose South-Mott Haven North","Jill Chaifetz Transfer High School","40.818703","-73.905389"
"Washington Heights South","Gregorio Luperon High School for Science and Mathe","40.8381","-73.9383"
"Springfield Gardens South-Brookville","P.S. 181 Brookfield","40.655674","-73.752948"
"West Concourse","Comprehensive Model School Project M.S. 327","40.842503","-73.916084"
"Lindenwood-Howard Beach","P.S. 232 Lindenwood","40.665408","-73.850622"
"Upper West Side","The Urban Assembly School for Green Careers","40.786134","-73.974483"
"Stuyvesant Heights","Success Academy Charter School - Bed Stuy 3","40.691472","-73.940749"
"Bay Ridge","P.S. 102 The Bayview","40.634318","-74.028758"
"Williamsburg","I.S. 318 Eugenio Maria De Hostos","40.703034","-73.948771"
"Stuyvesant Heights","P.S. 026 Jesse Owens","40.6921","-73.9317"
"Spuyten Duyvil-Kingsbridge","P.S. 207","40.878327","-73.906197"
"SoHo-TriBeCa-Civic Center-Little Italy","Chelsea Career and Technical Education High School","40.72463","-74.005058"
"Manhattanville","New Design Middle School","40.819793","-73.956814"
"Upper West Side","Lafayette Academy","40.791395","-73.971011"
"Park Slope-Gowanus","The Maurice Sendak Community School","40.671145","-73.987602"
"Springfield Gardens North","P.S. 030 Queens","40.679843","-73.774668"
"Morrisania-Melrose","Morris Hs","40.8275","-73.9046"
"Schuylerville-Throgs Neck-Edgewater Park","P.S. 304 Early Childhood School","40.82708","-73.829211"
"Kew Gardens Hills","John Bowne High School","40.737448","-73.823841"
"Elmhurst-Maspeth","I.S. 5 - The Walter Crowley Intermediate School","40.737405","-73.888133"
"Co-op City","Bronx Health Sciences High School","40.874035","-73.831669"
"Sunset Park East","LEEP Dual Language Academy","40.642877","-74.012089"
"Park Slope-Gowanus","P.S. 372 -The Children's School","40.676198","-73.9855"
"Hunts Point","School of Performing Arts","40.822056","-73.894368"
"St. Albans","Cynthia Jenkins School","40.676201","-73.758778"
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","Scholars' Academy","40.584543","-73.825162"
"Marble Hill-Inwood","New Visions Charter High School for Advanced Math","40.877379","-73.912686"
"Crown Heights South","W.E.B. Dubois Academic High School","40.669561","-73.955188"
"Brownsville","P.S. K396","40.668232","-73.911788"
"East Concourse-Concourse Village","Claremont International HS","40.839307","-73.911366"
"Hunters Point-Sunnyside-West Maspeth","The Riverview School","40.73668","-73.921346"
"Pelham Parkway","Icahn Charter School 4","40.856531","-73.843013"
"Stapleton-Rosebank","P.S. 013 M. L. Lindemeyer","40.613322","-74.068963"
"Claremont-Bathgate","Bronx Middle School Of Academic And Career Technol","40.840536","-73.904353"
"Ocean Hill","Brooklyn Environmental Exploration School (BEES)","40.680679","-73.910719"
"Lower East Side","P.S. 134 Henrietta Szold","40.714248","-73.983854"
"Washington Heights South","P.S. 128 Audubon","40.841032","-73.938701"
"Lower East Side","P.S. 188 The Island School","40.719888","-73.97738"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Metropolitan Corporate Academy High School","40.686147","-73.979829"
"Turtle Bay-East Midtown","Art and Design High School","40.759248","-73.967204"
"Lincoln Square","P.S. 199 Jessie Isador Straus","40.777603","-73.984423"
"Clinton","Creative Digital Minds High School","40.763655","-73.990318"
"Borough Park","P.S. 192 - The Magnet School for Math and Science","40.6288","-73.97954"
"Schuylerville-Throgs Neck-Edgewater Park","Bronx River High School","40.839775","-73.839583"
"Lincoln Square","Manhattan Theatre Lab High School","40.774891","-73.985608"
"Clinton Hill","M.S. 596 Peace Academy","40.692015","-73.95818"
"Crown Heights North","P.S. 191 Paul Robeson","40.67173","-73.924127"
"Central Harlem South","The Locke School of Arts and Engineering","40.798461","-73.950146"
"East Williamsburg","The Williamsburg High School of Art and Technology","40.709765","-73.944463"
"East Concourse-Concourse Village","Success Academy Charter School - Bronx 3","40.827438","-73.914067"
"Grymes Hill-Clifton-Fox Hills","Concord High School","40.61062","-74.087072"
"Oakland Gardens","P.S. 213 The Carl Ullman School","40.747457","-73.74539"
"Bronxdale","P.S. 089 Bronx","40.862481","-73.859254"
"East Harlem North","P.S. 030 Hernandez/Hughes","40.805653","-73.935461"
"Murray Hill-Kips Bay","Unity Center for Urban Technologies","40.74651","-73.98107"
"Far Rockaway-Bayswater","Village Academy","40.604019","-73.749891"
"Brownsville","Key Collegiate Charter School","40.665264","-73.910292"
"Flatbush","P.S. 269 Nostrand","40.637625","-73.947672"
"Bensonhurst East","I.S. 096 Seth Low","40.608135","-73.984985"
"Far Rockaway-Bayswater","P.S. 197 The Ocean School","40.599664","-73.744128"
"Stuyvesant Heights","Frederick Douglass Academy IV Secondary School","40.691467","-73.932254"
"Belmont","West Bronx Academy for the Future","40.859466","-73.888625"
"Hudson Yards-Chelsea-Flatiron-Union Square","The High School of Fashion Industries","40.745677","-73.996354"
"Van Cortlandt Village","Discovery High School","40.869061","-73.897066"
"East Flushing","P.S. 107 Thomas A Dooley","40.755364","-73.799476"
"Stuyvesant Heights","Excellence Boys Charter School","40.683446","-73.925851"
"East Harlem South","Esperanza Preparatory Academy","40.792556","-73.942285"
"Canarsie","Leadership Prep Canarsie Charter School (Leadershi","40.644134","-73.892797"
"Richmond Hill","High School for Construction Trades, Engineering a","40.689177","-73.841475"
"Upper West Side","P.S. 087 William Sherman","40.78171","-73.97802"
"Woodside","The Woodside Community School","40.747701","-73.90643"
"Douglas Manor-Douglaston-Little Neck","P.S. 221 The North Hills School","40.758808","-73.731518"
"Park Slope-Gowanus","P.S. 039 Henry Bristow","40.668644","-73.982909"
"Lincoln Square","The Maxine Greene HS for Imaginative Inquiry","40.774891","-73.985608"
"park-cemetery-etc-Brooklyn","New Horizons Preparatory School","40.606745","-73.938721"
"East Harlem South","P.S. 38 Roberto Clemente","40.788668","-73.944762"
"Elmhurst","John F. Kennedy Jr. School","40.735613","-73.867882"
"Prospect Lefferts Gardens-Wingate","Achievement First Crown Heights Charter School","40.662092","-73.936313"
"East New York (Pennsylvania Ave)","Achievement First East New York Charter School","40.664067","-73.893328"
"Springfield Gardens North","PS 80  The Thurgood Marshall Magnet School of Mult","40.673483","-73.769119"
"Prospect Lefferts Gardens-Wingate","The Middle School of Media, Law and Fine Arts","40.659088","-73.928744"
"Murray Hill-Kips Bay","P.S. 116 Mary Lindley Murray","40.744511","-73.977906"
"Claremont-Bathgate","Harriet Tubman Charter School","40.832328","-73.905771"
"Pelham Parkway","Icahn Charter School 5","40.856531","-73.843013"
"Rugby-Remsen Village","Ivy Hill Preparatory Charter School","40.643897","-73.922733"
"Melrose South-Mott Haven North","P.S./M.S. 029 Melrose School","40.821544","-73.916419"
"East Williamsburg","P.S. 250 George H. Lindsay","40.706708","-73.945659"
"East Tremont","P.S. 044 David C. Farragut","40.842564","-73.891086"
"Springfield Gardens South-Brookville","Collaborative Arts Middle School","40.664809","-73.759396"
"Midwood","P.S. 199 Frederick Wachtel","40.61631","-73.963026"
"Upper West Side","M.S. M245 The Computer School","40.780536","-73.977602"
"Rugby-Remsen Village","Samuel J. Tilden High School","40.647728","-73.922212"
"Marble Hill-Inwood","New Visions Charter High School for the Humanities","40.877379","-73.912686"
"Hudson Yards-Chelsea-Flatiron-Union Square","P.S. 033 Chelsea Prep","40.749014","-74.000238"
"Mott Haven-Port Morris","New York City Montessori Charter School","40.808703","-73.921888"
"Morrisania-Melrose","M.S. 301 Paul L. Dunbar","40.822291","-73.906739"
"Springfield Gardens North","The Jermaine L. Green STEM Institute of Queens","40.679843","-73.774668"
"Ridgewood","P.S. 071 Forest","40.711388","-73.904798"
"East Harlem North","Global Neighborhood Secondary School","40.79969","-73.937179"
"Ridgewood","Robert E. Peary School","40.698699","-73.904888"
"Richmond Hill","P.S. 056 Harry Eichler","40.698989","-73.835735"
"Stuyvesant Heights","Brooklyn Excelsior Charter School","40.689569","-73.925087"
"Bath Beach","P.S. 229 Dyker","40.610331","-74.013585"
"Hudson Yards-Chelsea-Flatiron-Union Square","N.Y.C. Museum School","40.742512","-74.002222"
"Douglas Manor-Douglaston-Little Neck","P.S. 098 The Douglaston School","40.768906","-73.749998"
"Jackson Heights","I.S. 145 Joseph Pulitzer","40.754389","-73.887523"
"Prospect Lefferts Gardens-Wingate","School for Human Rights, The","40.658671","-73.943839"
"Far Rockaway-Bayswater","Academy of Medical Technology: A College Board Sch","40.601537","-73.763995"
"Richmond Hill","P.S. 066 Jacqueline Kennedy Onassis","40.697941","-73.846135"
"Marble Hill-Inwood","High School for Excellence and Innovation","40.865556","-73.925464"
"Gramercy","J.H.S. 104 Simon Baruch","40.735879","-73.981034"
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Bridge Preparatory Charter School","40.607637","-74.105883"
"Canarsie","P.S. 272 Curtis Estabrook","40.635542","-73.886373"
"Claremont-Bathgate","P.S. 055 Benjamin Franklin","40.835934","-73.90497"
"Rugby-Remsen Village","Kings Collegiate Charter School","40.657712","-73.919818"
"Bay Ridge","Ralph A. Fabrizio School","40.630373","-74.018719"
"Mott Haven-Port Morris","Urban Assembly School for the Performing Arts","40.8135","-73.9254"
"Lower East Side","Earth School","40.72313","-73.981597"
"Queensbridge-Ravenswood-Long Island City","VOICE Charter School of New York","40.760376","-73.939984"
"Crown Heights North","Success Academy Prospect Heights (Brooklyn 6)","40.673943","-73.951559"
"Park Slope-Gowanus","Millennium Brooklyn HS","40.669255","-73.97858"
"Soundview-Castle Hill-Clason Point-Harding Park","Bronx Arts and Science Charter School","40.825715","-73.838299"
"Central Harlem North-Polo Grounds","St. HOPE Leadership Academy Charter School","40.814917","-73.945838"
"Ocean Hill","Achievement First Brownsville Charter School","40.674456","-73.912685"
"Central Harlem North-Polo Grounds","Bread & Roses Integrated Arts High School","40.817228","-73.947151"
"East Concourse-Concourse Village","South Bronx International Middle School","40.827438","-73.914067"
"New Springville-Bloomfield-Travis","Hellenic Classical Charter School - Staten Island","40.608079","-74.161318"
"Mott Haven-Port Morris","P.S. 049 Willis Avenue","40.810413","-73.92273"
"Bensonhurst East","I.S. 281 Joseph B Cavallaro","40.594648","-73.993565"
"Oakland Gardens","P.S. 203 Oakland Gardens","40.753606","-73.759822"
"Gramercy","Academy for Software Engineering","40.735361","-73.987064"
"Stuyvesant Heights","P.S. 040 George W. Carver","40.680239","-73.921099"
"Queensbridge-Ravenswood-Long Island City","I.S. 204 Oliver W. Holmes","40.756471","-73.932628"
"Belmont","P.S. X188","40.850168","-73.883877"
"Central Harlem South","Harlem Link Charter School","40.798461","-73.950146"
"Fort Greene","Brooklyn Technical High School","40.688896","-73.976435"
"Highbridge","Bronx Academy of Promise Charter School","40.839503","-73.919597"
"Soundview-Bruckner","The School for Inquiry and Social Justice","40.824989","-73.874162"
"Whitestone","P.S. 193 Alfred J. Kennedy","40.792053","-73.808987"
"West Concourse","Community School for Social Justice","40.815712","-73.92996"
"East New York","Transit Tech Career and Technical Education High S","40.67878","-73.875328"
"Kew Gardens Hills","Robert F. Kennedy Community High School","40.72528","-73.811408"
"New Springville-Bloomfield-Travis","John W. Lavelle Preparatory Charter School","40.607104","-74.178183"
"Kew Gardens Hills","North Queens Community High School","40.720586","-73.819664"
"Chinatown","New Design High School","40.717329","-73.989329"
"Flushing","Queens Academy High School","40.765624","-73.828279"
"East Harlem South","Central Park East High School","40.793649","-73.948488"
"Fort Greene","P.S. 067 Charles A. Dorsey","40.695339","-73.977674"
"park-cemetery-etc-Manhattan","Urban Assembly New York Harbor School","40.689493","-74.018941"
"West Village","P.S. 041 Greenwich Village","40.73545","-73.999094"
"Springfield Gardens North","August Martin High School","40.673949","-73.782684"
"Clinton Hill","Brooklyn Prospect Charter School Downtown","40.681102","-73.956832"
"Clinton Hill","Satellite Three","40.684286","-73.960536"
"South Ozone Park","J.H.S. 226 Virgil I. Grissom","40.675021","-73.81673"
"East Harlem North","Kappa II","40.805653","-73.935461"
"Erasmus","High School for Youth and Community Development at","40.649602","-73.957173"
"Hunts Point","Entrada Academy","40.822056","-73.894368"
"West Farms-Bronx River","Monroe Academy for Business/Law","40.832508","-73.878191"
"Claremont-Bathgate","I.S. 339","40.840536","-73.904353"
"Fordham South","School for Environmental Citizenship","40.855337","-73.903139"
"Mott Haven-Port Morris","Neighborhood Charter School: Bronx","40.808963","-73.909019"
"Hunters Point-Sunnyside-West Maspeth","International High School at LaGuardia Community C","40.743253","-73.933316"
"Longwood","PS 060 George L Gallego","0","0"
"Brighton Beach","P.S. 253","40.580237","-73.961962"
"Van Cortlandt Village","High School for Teaching and the Professions","40.869061","-73.897066"
"East New York","J.H.S. 166 George Gershwin","40.659934","-73.885704"
"Great Kills","P.S. 032 The Gifford School","40.5579","-74.1554"
"Bronxdale","Pelham Academy of Academics and Community Engageme","40.862098","-73.865028"
"Hudson Yards-Chelsea-Flatiron-Union Square","Hudson High School of Learning Technologies","40.743407","-74.00254"
"Stapleton-Rosebank","Staten Island Community Charter School","40.630261","-74.081031"
"Chinatown","Lower East Side Preparatory High School","40.72004","-73.986038"
"West New Brighton-New Brighton-St. George","Fort Hill Collaborative Elementary School","40.639638","-74.079594"
"Central Harlem North-Polo Grounds","P.S. 197 John B. Russwurm","40.813532","-73.938347"
"Kew Gardens Hills","P.S. 165 Edith K. Bergtraum","40.729746","-73.816966"
"Bushwick North","New York Harbor School","40.696457","-73.911751"
"Crotona Park East","Fannie Lou Hamer Middle School","40.831493","-73.88654"
"Mount Hope","P.S. 279 Captain Manuel Rivera, Jr.","40.854666","-73.904958"
"Lincoln Square","High School for Law, Advocacy and Community Justic","40.774891","-73.985608"
"East New York (Pennsylvania Ave)","W. H. Maxwell Career and Technical Education High","40.673766","-73.895976"
"Hunts Point","Bronx Charter School for the Arts","40.821815","-73.886477"
"Crown Heights South","Ebbets Field Middle School","40.665199","-73.959484"
"Belmont","Fordham Leadership Academy","40.859466","-73.888625"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Brooklyn High School For Young Men","40.686147","-73.979829"
"Hudson Yards-Chelsea-Flatiron-Union Square","The Clinton School","40.736526","-73.992727"
"Williamsburg","Juan Morel Campos Secondary School","40.703996","-73.953304"
"South Jamaica","P.S. 048 William Wordsworth","40.693736","-73.796358"
"Soundview-Castle Hill-Clason Point-Harding Park","Gotham Collaborative High School","40.821218","-73.85593"
"Lower East Side","Manhattan Charter School II","40.713362","-73.986051"
"Brownsville","Riverdale Avenue Community School","40.659618","-73.913508"
"Morrisania-Melrose","Crotona Academy High School","40.829306","-73.892243"
"Lincoln Square","Manhattan / Hunter Science High School","40.774891","-73.985608"
"Brownsville","Riverdale Avenue Middle School","40.659618","-73.913508"
"Georgetown-Marine Park-Bergen Beach-Mill Basin","P.S. 236 Mill Basin","40.615494","-73.912005"
"Jackson Heights","P.S. Q222 - Fire Fighter Christopher A. Santora Sc","40.750442","-73.879991"
"Oakland Gardens","P.S. 046 Alley Pond","40.745744","-73.758042"
"Chinatown","P.S. 124 Yung Wing","40.715097","-73.996017"
"Manhattanville","Success Academy Charter School - Harlem 6","40.816158","-73.95357"
"Co-op City","Cornerstone Academy for Social Action Middle Schoo","40.882778","-73.830616"
"Chinatown","Pace High School","40.716231","-73.993607"
"Washington Heights North","I.S. 528 Bea Fuller Rodgers School","40.850683","-73.934676"
"Parkchester","Linden Tree Elementary School","40.838759","-73.853203"
"Soundview-Castle Hill-Clason Point-Harding Park","P.S. 138 Samuel Randall","40.822288","-73.853157"
"East Elmhurst","The Ivan Lafayette Early Childhood School of the A","40.756931","-73.874947"
"Carroll Gardens-Columbia Street-Red Hook","The Brooklyn New School, P.S. 146","40.679462","-74.002022"
"Jackson Heights","P.S. 069 Jackson Heights","40.748804","-73.888457"
"Bayside-Bayside Hills","P.S. 159","40.770108","-73.783973"
"Belmont","Belmont Preparatory High School","40.859466","-73.888625"
"East Concourse-Concourse Village","Careers in Sports High School","40.821828","-73.922366"
"East Harlem South","Park East High School","40.790191","-73.944092"
"East Flatbush-Farragut","Lefferts Gardens Ascend Charter School","40.652671","-73.939706"
"Bedford","P.S./I.S. 157 The Benjamin Franklin Health & Scien","40.695397","-73.959999"
"Battery Park City-Lower Manhattan","Spruce Street School","40.711321","-74.005473"
"Brownsville","East New York Preparatory Charter School","40.666187","-73.911279"
"Crown Heights North","Gotham Professional Arts Academy","40.678591","-73.961636"
"Yorkville","P.S. 527 - East Side School for Social Action","40.780652","-73.947856"
"Bronxdale","Bronx Park Middle School","40.862098","-73.865028"
"Washington Heights South","M.S. 326 - Writers Today & Leaders Tomorrow","40.836982","-73.937263"
"Fordham South","P.S. 9 Ryer Avenue Elementary School","40.85644","-73.898821"
"Richmond Hill","Richmond Hill High School","40.695171","-73.833815"
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","Brooklyn Frontiers High School","40.690007","-73.989369"
"Crown Heights North","The School of Integrated Learning","40.67229","-73.937601"
"Kensington-Ocean Parkway","J.H.S. 062 Ditmas","40.638087","-73.971153"
"East Harlem South","Harbor Science and Arts Charter School","40.795404","-73.944449"
"Fordham South","Academy For Personal Leadership And Excellence","40.859496","-73.90049"
"Murray Hill","P.S. 021 Edward Hart","40.774134","-73.818581"
"Sunset Park West","P.S. 001 The Bergen","40.648959","-74.01142"
"East Harlem South","Success Academy Charter School - Harlem 3","40.785107","-73.942154"
"Cypress Hills-City Line","I.S. 171 Abraham Lincoln","40.685852","-73.869434"
"Central Harlem North-Polo Grounds","P.S. 046 Arthur Tappan","40.8304","-73.9363"
"Fresh Meadows-Utopia","J.H.S. 216 George J. Ryan","40.737188","-73.794501"
"Kew Gardens Hills","The Queens College School for Math, Science and Te","40.738599","-73.820821"
"Canarsie","P.S. 114 Ryder Elementary","40.642684","-73.90788"
"Mott Haven-Port Morris","American Dream Charter School","40.809023","-73.917417"
"Van Cortlandt Village","Walton High School","40.8703","-73.8983"
"Bushwick North","Achievement First Bushwick Charter School","40.697898","-73.919088"
"Bushwick South","Bushwick Leaders High School for Academic Excellen","40.695436","-73.927349"
"Crown Heights North","Satellite East Middle School","40.679079","-73.946381"
"East Concourse-Concourse Village","New Directions Secondary School","40.839307","-73.911366"
"Hunters Point-Sunnyside-West Maspeth","Middle College High School at LaGuardia Community","40.743253","-73.933316"
"University Heights-Morris Heights","I.S. 229 Roland Patterson","40.8524","-73.9216"
"Soundview-Castle Hill-Clason Point-Harding Park","Antonia Pantoja Preparatory Academy: A College Boa","40.821218","-73.85593"
"Lenox Hill-Roosevelt Island","East Side Elementary School, PS 267","40.763883","-73.963861"
"Seagate-Coney Island","Liberation Diploma Plus","40.576976","-73.985413"
"Sunset Park West","Sunset Park High School","40.655583","-74.004342"
"Midtown-Midtown South","Repertory Company High School for Theatre Arts","40.756089","-73.984381"
"Bedford","Academy of Business and Community Development","40.68192","-73.9456"
"Richmond Hill","P.S. 054 Hillside","40.702656","-73.824629"
"South Ozone Park","Epic High School - South","40.675021","-73.81673"
"Woodhaven","P.S. 060 Woodhaven","40.691467","-73.852792"
"Norwood","Bronx Community Charter School","40.872455","-73.875451"
"Hammels-Arverne-Edgemere","District 27 MS#1","40.594358","-73.794804"
"Morningside Heights","Columbia Secondary School","40.810793","-73.955722"
"Lenox Hill-Roosevelt Island","Yorkville East Middle School","40.770215","-73.950745"
"East New York (Pennsylvania Ave)","P.S. 328 Phyllis Wheatley","40.667985","-73.898249"
"Belmont","Fordham High School for the Arts","40.859466","-73.888625"
"St. Albans","I.S. 059 Springfield Gardens","40.681881","-73.752772"
"Marble Hill-Inwood","English Language Learners and International Suppor","40.877379","-73.912686"
"Williamsburg","P.S. 016 Leonard Dunkly","40.706069","-73.962049"
"Ozone Park","P.S. 65 - The Raymond York Elementary School","40.682293","-73.841675"
"Upper West Side","P.S. 009 Sarah Anderson","40.785234","-73.974256"
"Cypress Hills-City Line","P.S. 214 Michael Friedsam","40.675881","-73.862961"
"Schuylerville-Throgs Neck-Edgewater Park","Pelham Lab High School","40.839775","-73.839583"
"Soundview-Bruckner","J.H.S. 123 James M. Kieran","40.824989","-73.874162"
"Lenox Hill-Roosevelt Island","P.S./I.S. 217 Roosevelt Island","40.753598","-73.956435"
"Glendale","P.S./I.S. 119 The Glendale","40.705187","-73.875073"
"Brownsville","Brooklyn Democracy Academy","40.655644","-73.906662"
"Canarsie","P.S. 260 Breuckelen","40.653368","-73.893294"
"Hunters Point-Sunnyside-West Maspeth","High School of Applied Communication","40.744175","-73.937004"
"Elmhurst","P.S. 089 Elmhurst","40.745963","-73.879641"
"East Tremont","PS 234 Twin Parks","40.8462","-73.8874"
"Kew Gardens Hills","JHS 168 The Parsons","40.7245","-73.8102"
"Central Harlem North-Polo Grounds","Thurgood Marshall Academy Lower School","40.825831","-73.937833"
"Bushwick North","Academy for Excellence in Leadership","40.696457","-73.911751"
"East Harlem South","PS 109 Century","40.7856","-73.9425"
"Murray Hill","P.S. 032 State Street","40.765459","-73.794323"
"Richmond Hill","Cypress Hills Collegiate Preparatory School","0","0"
"Upper West Side","P.S. 333 Manhattan School for Children","40.791395","-73.971011"
"Bushwick South","PROGRESS High School for Professional Careers","40.711134","-73.938921"
"Stapleton-Rosebank","P.S. 78","40.622415","-74.079228"
"Georgetown-Marine Park-Bergen Beach-Mill Basin","Hebrew Language Academy Charter School","40.612258","-73.914312"
"Gravesend","P.S. 216 Arturo Toscanini","40.59","-73.969647"
"Sunset Park West","P.S. 172 Beacon School of Excellence","40.657682","-74.000191"
"Mott Haven-Port Morris","Academic Leadership Charter School","40.807916","-73.912557"
"Far Rockaway-Bayswater","Peninsula Preparatory Academy Charter School","40.600659","-73.752565"
NULL,"Manhattan Transition Center","0","0"
"Elmhurst-Maspeth","P.S. 012 James B. Colgate","40.742284","-73.893466"
